Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Wynyard Lake,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Wyver Lane Marsh,(1),0,0.0,nan,nan,0,0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Yar Estuary,0,0,3.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Yealm Estuary,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Yetholm Loch,(0),0,nan,1,(0),(0),(0),0.0,(0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Yetholm Pond,2,1,nan,0,0,nan,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Yew Tree Farm Pool,0,0,0.0,3,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Ynys-y-Fro Reservoir,1,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Abram Pond,nan,nan,nan,nan,0,0,nan,nan,6,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30,2019-11-22 03:23:34
Acre Nook Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30,2019-11-22 03:23:34
Afon Wen Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30,2019-11-22 03:23:34
Afonwen and Glanllynnau,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30,2019-11-22 03:23:34
Ainsdale Boating Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30,2019-11-22 03:23:34
Aldewarke Sewage Farm,3,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Alkmund Park Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Allerthorpe,nan,nan,nan,nan,6,(6),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Allington Gravel Pit,0,0,0,0,0,1,0.0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Allscott Beet Pits Walcot,0,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Alwen Reservoir (North),0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Ancaster Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Annitsford Pond,nan,nan,0,5,5Ruddy Duck supplementary countsWWT/CSL,7Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Arbury Park Astley and Seeswood Pools,nan,12Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Arpley Meadows,8,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Astle Hall Pool,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Aston Hall,nan,20Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Avonmouth Sewage Works,4,nan,nan,nan,nan,5,12.0,11,3,4.0,8.0,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Aylesbury Sewage Treatment Works,0,0,0,0,0,0,0.0,0,1,0.0,0.0,(0),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Balderton Lake,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Banbury Sewage Farm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Barbrook Reservoir,nan,0,3,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Barnwell Country Park Lakes,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Bartley Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Barton Gravel Pits,nan,2Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Barton Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Baston and Langtoft Gravel Pits,1,(0),0,2,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Beal Carrs,nan,nan,0,0,nan,6,3.0,6,2,0.0,0.0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Bellflask,nan,nan,nan,nan,nan,5,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Belvoir Lakes,6,6,2,0,(0),1,0.0,(0),(0),0.0,0.0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Betley Hall Gdns,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Betley Mere,5,12Ruddy Duck supplementary countsWWT/CSL,5Ruddy Duck supplementary countsWWT/CSL,4Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Bevercotes Colliery - Regeneration Site,nan,nan,nan,nan,nan,0,0.0,3,0,0.0,0.0,0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Binney Reservoir,nan,nan,nan,nan,nan,nan,8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Birdholme Wildfowl Reserve,(9),(0),0,0,1,(0),0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,2019-11-22 03:23:42
Blake Mere (Whitchurch),12,13Ruddy Duck supplementary countsWWT/CSL,4Ruddy Duck supplementary countsWWT/CSL,2Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,nan,nan,0,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Bracewell Ponds,0,0,0,nan,4,(0),0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Bramble and Bush's Farm Lakes,nan,0,1,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Branston Gravel Pits,2,0,2,0,0,(0),0.0,0.0,0.0,0,0.0,nan,(0),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
British Celanese Spondon (Courtaulds Acetate),nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Broadwood Loch,nan,0,0,0,0,0,2.0,1.0,0.0,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Broomfleet Brickyard Ponds,nan,4,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Broomhill Flash near Wombwell,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Budworth Mere (Marbury Country Park),nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Bumble Hole Pool,0,0,0,3,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Burradon Pond,nan,nan,0,4,1,0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Butcherlaw Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Buttery Farm Reservoir,nan,nan,0,nan,nan,(0),1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Cadburys Lagoons,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Canwell Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Carey Park and Hayden's Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Chertsey Reservoir,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Chesterton Pools,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Chillington Hall Pool,13Ruddy Duck supplementary countsWWT/CSL,4Ruddy Duck supplementary countsWWT/CSL,0,1,3,0,0.0,1.0,1.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Clandeboye Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Clarydale Water,0,(0),0,1,(0),0,0.0,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Clay Mills Gravel Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Claymills Stretton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Clegg Hall Pools,(0),0,nan,nan,nan,nan,15.0,0.0,0.0,nan,18.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Cole Green Tip,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Colemans Reservoir,0,2,2,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Colney Gravel Pits,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Combwich (Disused Pits),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Compton Verney Lakes,0,(0),0,(0),0,0,0.0,0.0,0.0,(0),0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Conningbrook Gravel Pit,0,nan,0,0,0,0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,2019-11-22 03:23:49
Cors Erddreiniog,6Ruddy Duck supplementary countsWWT/CSL,12Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Cotham Gravel Pits,0,nan,nan,nan,nan,nan,nan,3.0,(0),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Cransley Reservoir,0,0,0.0,3.0,3,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Cuckney Pools and River,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Denaby Ings,(5),0,nan,5.0,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Derby Sewage Works,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Dewsbury Sewage Farm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Didlington Lakes,1,0,1.0,nan,nan,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Dolwen Reservoir,0,1,0.0,0.0,0,0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Douglas Estate Ponds,nan,0,0.0,0.0,0,1,1.0,1.0,1,0.0,1.0,0,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Douglas Water Pool,nan,0,0.0,0.0,0,1,0.0,1.0,0,1.0,0.0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Dove Valley Park Lake,nan,0,0.0,2.0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Drayton Reservoir,0,0,0.0,0.0,nan,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Dumbreck Pools,2,0,0.0,0.0,0,0,2.0,0.0,0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Eastwell Park,(0),nan,0.0,0.0,2,1,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Eglwys Nunydd Reservoir,2,0,1.0,0.0,0,1,2.0,0.0,0,0.0,0.0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Ellington Pond,nan,nan,0.0,2.0,0,0,0.0,0.0,0,0.0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Elsecar Reservoir,1,0,0.0,0.0,(0),0,2.0,1.0,0,5.0,0.0,(0),nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Ely Beet Factory and Roswell Pits,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Entwistle Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Fan Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Fannyside Lochs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Farmwood Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Farnham Gravel Pits,nan,nan,nan,nan,nan,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Farnley Lake,nan,nan,nan,3.0,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Fawsley Lakes,0,2,0.0,3.0,1,(2),0.0,0.0,0,2.0,0.0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Fleetwood Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Forest Mere,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Fountains Abbey Lake,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Frieston Flashes,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33,2019-11-22 03:23:56
Gale Common,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Garnqueen Loch,8.0,12,6,6.0,15.0,17,16,10.0,17.0,4.0,0.0,4.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Gateford Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Girtford and Sandy GPs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Glasfryn Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Golden Brook Lagoon (Breaston),nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Goodmayes Park,0.0,1,2,0.0,0.0,2,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Goosedale Gravel Pits,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Grange Waters Complex,nan,nan,0,4.0,0.0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Great Pool (Tresco),nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Great Salterns Lake,nan,0,(0),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Gunthwaite Dam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Gunton Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Harthill Reservoir,2.0,4,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Hawden Lake (Tonbridge),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Heathfield Gravel Pits,0.0,(0),0,0.0,0.0,(0),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
High Batts NR,nan,nan,nan,nan,nan,0,(0),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Hindley Golf Course,0.0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Horsey Mere,0.0,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Hunterston Sands,0.0,0,nan,nan,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Intex Pools,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Islanderry Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Johnny Browns Common,0.0,(1),0,5.0,nan,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Johnston Loch,0.0,3,17,10.0,2.0,7,0,6.0,1.0,0.0,0.0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Kemerton Lake,nan,nan,nan,nan,4.0,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Kennington Park,nan,2,0,2.0,4.0,2,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Killington Reservoir,0.0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Kimberley Clark Factory Ponds,3.0,5,3,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Kiplin Hall and Quarry Complex,nan,nan,nan,nan,nan,2,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Kislingbury Gravel Pits,0.0,0,0,0.0,0.0,0,1,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2019-11-22 03:24:03
Knipton Reservoir,2,2,0,0,(0),0,0.0,0.0,0.0,0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Knowsley Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Langley Ridgegate and Trenterbank Reservoirs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Langwith Lodge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Lavan Sands,nan,nan,nan,nan,2Standard visit under the WeBS Low Tide Count SurveyWeBS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Leach Pool,0,0,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Leisure Lakes,1,0,0,1,(3),0,4.0,7.0,5.0,(2),(0),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Letton Lake,1,0,0,0,0,0,0.0,0.0,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
