Site,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,1936,1937,1938,1939,RoughTimeAccessed
Solway Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1380, 1, 'Jan', 0, None, None]","[1542, 1, 'Jan', 0, None, None]","[2607, 1, 'Oct', 0, None, None]","[1400, 1, 'Oct', 0, None, None]","[3579, 1, 'Dec', 0, None, None]","[3237, 1, 'Nov', 0, None, None]","[1425, 1, 'Jan', 0, None, None]","[1060, 1, 'Jan', 0, None, None]","[1853, 1, 'Oct', 0, None, None]","[1055, 1, 'Nov', 0, None, None]","[1185, 1, 'Oct', 0, None, None]","[610, 1, 'Nov', 0, None, None]","[550, 1, 'Jan', 0, None, None]","[647, 1, 'Nov', 0, None, None]","[1005, 1, 'Feb', 0, None, None]","[1002, 1, 'Jan', 0, None, None]","[1691, 1, 'Nov', 0, None, None]","[1607, 1, 'Jan', 0, None, None]","[2214, 1, 'Nov', 0, None, None]","[2604, 1, 'Nov', 0, None, None]","[2277, 2, 'Nov', 0, None, None]","[728, 1, 'Jan', 0, None, None]","[2119, 1, 'Jan', 0, None, None]","[2379, 1, 'Dec', 0, None, None]","[1719, 1, 'Oct', 0, None, None]","[3621, 1, 'Nov', 0, None, None]","[2906, 1, 'Nov', 0, None, None]","[2790, 1, 'Jan', 0, None, None]","[2678, 1, 'Dec', 0, None, None]","[2805, 1, 'Jan', 0, None, None]","[3019, 1, 'Dec', 0, None, None]","[2672, 1, 'Feb', 0, None, None]","[3137, 1, 'Jan', 0, None, None]","[2801, 1, 'Feb', 0, None, None]","[3915, 1, 'Dec', 0, None, None]","[4128, 1, 'Feb', 0, None, None]","[6523, 1, 'Nov', 0, None, None]","[4606, 1, 'Dec', 0, None, None]","[4168, 1, 'Dec', 0, None, None]","[4726, 1, 'Nov', 0, None, None]","[3947, 1, 'Jan', 0, None, None]","[3034, 1, 'Dec', 0, None, None]","[3270, 2, 'Jan', 0, None, None]","[2529, 1, 'Nov', 0, None, None]","[2542, 1, 'Nov', 0, None, None]","[3286, 1, 'Nov', 0, None, None]","[2807, 1, 'Nov', 0, None, None]","[3434, 1, 'Dec', 0, None, None]","[2891, 1, 'Nov', 0, None, None]","[2875, 1, 'Nov', 0, None, None]","[3569, 1, 'Oct', 0, None, None]","[2171, 1, 'Nov', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Chichester Harbour,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1098, 1, 'Jan', 0, None, None]","[266, 1, 'Feb', 0, None, None]","[301, 1, 'Feb', 0, None, None]","[152, 1, 'Dec', 0, None, None]","[1030, 1, 'Jan', 0, None, None]","[590, 1, 'Jan', 0, None, None]","[1180, 1, 'Jan', 0, None, None]","[530, 1, 'Dec', 0, None, None]","[415, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[490, 1, 'Jan', 0, None, None]","[367, 1, 'Dec', 0, None, None]","[1189, 1, 'Jan', 0, None, None]","[1201, 1, 'Jan', 0, None, None]","[844, 1, 'Dec', 0, None, None]","[1166, 1, 'Dec', 0, None, None]","[789, 1, 'Feb', 0, None, None]","[925, 1, 'Feb', 0, None, None]","[1687, 1, 'Jan', 0, None, None]","[1197, 1, 'Dec', 0, None, None]","[2485, 1, 'Jan', 0, None, None]","[562, 1, 'Sep', 0, None, None]","[1363, 1, 'Jan', 0, None, None]","[782, 1, 'Oct', 0, None, None]","[954, 1, 'Oct', 0, None, None]","[1667, 1, 'Oct', 0, None, None]","[988, 1, 'Dec', 0, None, None]","[1587, 1, 'Dec', 0, None, None]","[1408, 1, 'Dec', 0, None, None]","[1680, 1, 'Mar', 0, None, None]","[1609, 1, 'Dec', 0, None, None]","[1585, 1, 'Feb', 0, None, None]","[1321, 1, 'Dec', 0, None, None]","[1706, 2, 'Jan', 0, None, None]","[1022, 1, 'Jan', 0, None, None]","[1793, 1, 'Dec', 0, None, None]","[1978, 1, 'Oct', 0, None, None]","[1817, 1, 'Feb', 0, None, None]","[2235, 1, 'Feb', 0, None, None]","[2481, 1, 'Jan', 0, None, None]","[2668, 1, 'Dec', 0, None, None]","[2735, 1, 'Oct', 0, None, None]","[2435, 1, 'Jan', 0, None, None]","[2928, 1, 'Oct', 0, None, None]","[3502, 1, 'Dec', 0, None, None]","[2729, 1, 'Oct', 0, None, None]","[2381, 1, 'Oct', 0, None, None]","[3865, 1, 'Oct', 0, None, None]","[2062, 1, 'Dec', 0, None, None]","[2938, 2, 'Oct', 0, None, None]","[3387, 1, 'Oct', 0, None, None]","[2356, 1, 'Dec', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Humber Estuary,nan,nan,nan,nan,nan,nan,"[2400, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,nan,"[3000, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2170, 1, 'Dec', 0, None, None]","[960, 1, 'Feb', 0, None, None]","[800, 1, 'Dec', 0, None, None]","[2203, 1, 'Jan', 0, None, None]","[1185, 1, 'Jan', 0, None, None]","[1255, 1, 'Jan', 0, None, None]","[1432, 1, 'Jan', 0, None, None]","[1600, 1, 'Dec', 0, None, None]","[1158, 1, 'Jan', 0, None, None]","[1500, 1, 'Nov', 0, None, None]","[5543, 1, 'Dec', 0, None, None]","[5491, 1, 'Dec', 0, None, None]","[9569, 1, 'Feb', 0, None, None]","[7929, 1, 'Jan', 0, None, None]","[6340, 1, 'Jan', 0, None, None]","[5202, 1, 'Nov', 0, None, None]","[2704, 1, 'Nov', 0, None, None]","[4388, 1, 'Nov', 0, None, None]","[4114, 1, 'Jan', 0, None, None]","[3738, 1, 'Nov', 0, None, None]","[3784, 1, 'Jan', 0, None, None]","[2361, 1, 'Dec', 0, None, None]","[2465, 1, 'Jan', 0, None, None]","[2437, 1, 'Dec', 0, None, None]","[3029, 1, 'Oct', 0, None, None]","[3715, 1, 'Dec', 0, None, None]","[4506, 1, 'Oct', 0, None, None]","[5789, 1, 'Dec', 0, None, None]","[7502, 2, 'Nov', 0, None, None]","[2604, 1, 'Jan', 0, None, None]","[5803, 1, 'Jan', 0, None, None]","[7668, 1, 'Nov', 0, None, None]","[4439, 1, 'Jan', 0, None, None]","[3315, 1, 'Oct', 0, None, None]","[3969, 1, 'Oct', 0, None, None]","[2514, 1, 'Mar', 0, None, None]","[5513, 2, 'Nov', 0, None, None]","[4613, 1, 'Feb', 0, None, None]","[3570, 2, 'Dec', 0, None, None]","[3662, 1, 'Jan', 0, None, None]","[3892, 1, 'Nov', 0, None, None]","[3289, 1, 'Nov', 0, None, None]","[3468, 1, 'Jan', 0, None, None]","[3290, 1, 'Jan', 0, None, None]","[1810, 1, 'Jan', 0, None, None]","[3186, 1, 'Jan', 0, None, None]","[1624, 1, 'Dec', 0, None, None]","[3619, 1, 'Dec', 0, None, None]","[2432, 1, 'Feb', 0, None, None]","[2547, 1, 'Nov', 0, None, None]","[2590, 1, 'Sep', 0, None, None]","[3130, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Middle Yare Marshes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[280, 1, 'Jan', 0, None, None]","[350, 1, 'Jan', 0, None, None]",nan,nan,nan,"[1000, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,"[1500, 1, 'Jan', 0, None, None]","[4000, 1, 'Jan', 0, None, None]","[7500, 1, 'Feb', 0, None, None]","[4500, 1, 'Jan', 0, None, None]","[5000, 1, 'Jan', 0, None, None]","[3763, 1, 'Feb', 0, None, None]","[7500, 1, 'Jan', 0, None, None]","[6257, 1, 'Mar', 0, None, None]","[6760, 1, 'Jan', 0, None, None]","[7050, 1, 'Jan', 0, None, None]","[3315, 1, 'Jan', 0, None, None]","[7000, 1, 'Dec', 0, None, None]","[5410, 1, 'Mar', 0, None, None]","[1000, 1, 'Mar', 0, None, None]","[7460, 2, 'Jan', 0, None, None]","[4335, 1, 'Dec', 0, None, None]","[6223, 1, 'Nov', 0, None, None]","[7189, 1, 'Dec', 0, None, None]","[6306, 1, 'Dec', 0, None, None]","[5460, 1, 'Jan', 0, None, None]","[5387, 1, 'Jan', 0, None, None]","[4794, 1, 'Dec', 0, None, None]","[5668, 1, 'Dec', 0, None, None]","[5508, 1, 'Jan', 0, None, None]","[4998, 1, 'Feb', 0, None, None]","[7846, 1, 'Jan', 0, None, None]","[6291, 1, 'Jan', 0, None, None]","[3890, 1, 'Feb', 0, None, None]","[6507, 1, 'Jan', 0, None, None]","[5511, 1, 'Dec', 0, None, None]","[7904, 1, 'Jan', 0, None, None]","[5545, 1, 'Feb', 0, None, None]","[3830, 1, 'Mar', 0, None, None]","[4809, 1, 'Feb', 0, None, None]","[3237, 1, 'Feb', 0, None, None]","[3027, 1, 'Feb', 0, None, None]","[2082, 1, 'Feb', 0, None, None]","[3184, 1, 'Mar', 0, None, None]","[2450, 1, 'Mar', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Loch of Strathbeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[797, 1, 'Dec', 0, None, None]","[760, 1, 'Jan', 0, None, None]","[790, 1, 'Jan', 0, None, None]","[2150, 1, 'Oct', 0, None, None]","[1450, 1, 'Dec', 0, None, None]","[1098, 1, 'Oct', 0, None, None]","[1505, 1, 'Feb', 0, None, None]","[1350, 1, 'Jan', 0, None, None]","[1350, 1, 'Nov', 0, None, None]","[1000, 1, 'Jan', 0, None, None]","[1200, 1, 'Jan', 0, None, None]","[1600, 1, 'Jan', 0, None, None]","[2300, 1, 'Dec', 0, None, None]","[700, 1, 'Jan', 0, None, None]","[800, 1, 'Jan', 0, None, None]","[500, 1, 'Oct', 0, None, None]","[500, 1, 'Dec', 0, None, None]","[780, 1, 'Feb', 0, None, None]","[950, 1, 'Oct', 0, None, None]","[450, 1, 'Dec', 0, None, None]","[495, 1, 'Mar', 0, None, None]","[550, 1, 'Dec', 0, None, None]","[2000, 1, 'Oct', 0, None, None]","[1400, 1, 'Sep', 0, None, None]","[1138, 1, 'Oct', 0, None, None]","[2011, 1, 'Dec', 0, None, None]","[1550, 1, 'Dec', 0, None, None]","[2270, 1, 'Oct', 0, None, None]","[2549, 1, 'Dec', 0, None, None]","[1200, 1, 'Sep', 0, None, None]","[1000, 1, 'Dec', 0, None, None]","[1120, 1, 'Dec', 0, None, None]","[1203, 1, 'Jan', 0, None, None]","[644, 1, 'Nov', 0, None, None]","[611, 1, 'Jan', 0, None, None]","[920, 2, 'Nov', 0, None, None]","[1094, 1, 'Nov', 0, None, None]","[2058, 1, 'Jan', 0, None, None]","[4376, 1, 'Jan', 0, None, None]","[3649, 1, 'Nov', 0, None, None]","[1288, 1, 'Dec', 0, None, None]","[1363, 2, 'Dec', 0, None, None]","[1208, 1, 'Jan', 0, None, None]","[1565, 1, 'Nov', 0, None, None]","[2199, 1, 'Nov', 0, None, None]","[1870, 1, 'Jan', 0, None, None]","[2345, 1, 'Dec', 0, None, None]","[2230, 1, 'Dec', 0, None, None]","[3237, 1, 'Jan', 0, None, None]","[2931, 1, 'Oct', 0, None, None]","[3900, 1, 'Oct', 0, None, None]","[1539, 1, 'Dec', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Otmoor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[14, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Mar', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[64, 1, 'Mar', 0, None, None]","[7, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[12, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1892, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[2277, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[1081, 1, 'Feb', 0, None, None]","[3878, 1, 'Nov', 0, None, None]","[3411, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[2421, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[1156, 1, 'Feb', 0, None, None]","[3216, 1, 'Dec', 0, None, None]","[1836, 1, 'Jan', 0, None, None]","[1316, 1, 'Mar', 0, None, None]","[2680, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[2318, 1, 'Jan', 0, None, None]","[360, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[1913, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[4899, 1, 'Jan', 0, None, None]","[1304, 1, 'Jan', 0, None, None]","[1660, 1, 'Jan', 0, None, None]","[2135, 1, 'Mar', 0, None, None]","[2990, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Cotswold Water Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,"[1113, 1, 'Jan', 0, None, None]","[452, 1, 'Jan', 0, None, None]","[373, 1, 'Feb', 0, None, None]","[601, 1, 'Feb', 0, None, None]","[471, 1, 'Jan', 0, None, None]","[143, 1, 'Dec', 0, None, None]","[471, 1, 'Feb', 0, None, None]","[677, 1, 'Jan', 0, None, None]","[394, 1, 'Feb', 0, None, None]","[402, 1, 'Feb', 0, None, None]","[333, 1, 'Feb', 0, None, None]","[55, 1, 'Jan', 0, None, None]","[224, 1, 'Feb', 0, None, None]","[338, 1, 'Feb', 0, None, None]","[421, 1, 'Jan', 0, None, None]","[861, 1, 'Jan', 0, None, None]","[2237, 1, 'Jan', 0, None, None]","[2013, 1, 'Jan', 0, None, None]","[734, 1, 'Dec', 0, None, None]","[505, 1, 'Dec', 0, None, None]","[634, 1, 'Feb', 0, None, None]","[1109, 1, 'Jan', 0, None, None]","[855, 1, 'Feb', 0, None, None]","[671, 1, 'Mar', 0, None, None]","[1048, 1, 'Feb', 0, None, None]","[989, 1, 'Jan', 0, None, None]","[1446, 1, 'Feb', 0, None, None]","[1211, 1, 'Jan', 0, None, None]","[1641, 1, 'Jan', 0, None, None]","[1564, 1, 'Jan', 0, None, None]","[1494, 1, 'Jan', 0, None, None]","[2131, 1, 'Dec', 0, None, None]","[1714, 1, 'Feb', 0, None, None]","[2513, 1, 'Jan', 0, None, None]","[1726, 1, 'Jan', 0, None, None]","[985, 1, 'Feb', 0, None, None]","[1647, 1, 'Jan', 0, None, None]","[1954, 2, 'Jan', 0, None, None]","[1853, 1, 'Jan', 0, None, None]","[2068, 1, 'Jan', 0, None, None]","[2621, 1, 'Dec', 0, None, None]","[3726, 1, 'Jan', 0, None, None]","[2596, 1, 'Feb', 0, None, None]","[2326, 1, 'Jan', 0, None, None]","[2982, 1, 'Feb', 0, None, None]","[2061, 1, 'Feb', 0, None, None]","[2816, 1, 'Jan', 0, None, None]","[2790, 1, 'Dec', 0, None, None]","[2303, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Newtown Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[189, 1, 'Jan', 0, None, None]","[209, 1, 'Jan', 0, None, None]","[500, 1, 'Nov', 0, None, None]","[450, 1, 'Jan', 0, None, None]",nan,"[300, 2, 'Dec', 0, None, None]","[206, 1, 'Jan', 0, None, None]","[520, 1, 'Jan', 0, None, None]","[450, 1, 'Mar', 0, None, None]","[400, 1, 'Nov', 0, None, None]","[450, 1, 'Jan', 0, None, None]","[505, 1, 'Dec', 0, None, None]","[570, 1, 'Feb', 0, None, None]","[383, 1, 'Jan', 0, None, None]","[583, 1, 'Jan', 0, None, None]","[444, 1, 'Feb', 0, None, None]","[395, 1, 'Jan', 0, None, None]","[382, 1, 'Feb', 0, None, None]","[109, 1, 'Feb', 0, None, None]",nan,"[1610, 1, 'Jan', 0, None, None]","[941, 1, 'Dec', 0, None, None]","[702, 1, 'Dec', 0, None, None]","[916, 2, 'Dec', 0, None, None]","[794, 1, 'Jan', 0, None, None]","[603, 1, 'Dec', 0, None, None]","[764, 1, 'Feb', 0, None, None]","[1104, 1, 'Jan', 0, None, None]","[1200, 1, 'Jan', 0, None, None]","[1009, 1, 'Dec', 0, None, None]","[1165, 1, 'Dec', 0, None, None]","[1018, 1, 'Nov', 0, None, None]","[1501, 1, 'Jan', 1, 'Supplementary visit under the WeBS Low Tide Count Survey', 'WeBS']","[1278, 1, 'Dec', 0, None, None]","[1162, 1, 'Jan', 0, None, None]","[1335, 1, 'Feb', 0, None, None]","[1242, 1, 'Feb', 0, None, None]","[1007, 2, 'Jan', 0, None, None]","[1231, 2, 'Feb', 0, None, None]","[1411, 1, 'Jan', 0, None, None]","[2200, 2, 'Dec', 0, None, None]","[2154, 1, 'Feb', 0, None, None]","[1412, 1, 'Feb', 0, None, None]","[1128, 1, 'Nov', 0, None, None]","[1473, 1, 'Jan', 0, None, None]","[1863, 1, 'Jan', 0, None, None]","[2526, 1, 'Dec', 0, None, None]","[3139, 1, 'Jan', 0, None, None]","[2017, 1, 'Feb', 0, None, None]","[2078, 2, 'Jan', 0, None, None]","[1901, 2, 'Feb', 0, None, None]","[2253, 2, 'Jan', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Southampton Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[650, 1, 'Jan', 0, None, None]","[320, 1, 'Feb', 0, None, None]","[340, 1, 'Feb', 0, None, None]","[105, 1, 'Dec', 0, None, None]","[640, 1, 'Jan', 0, None, None]","[433, 1, 'Jan', 0, None, None]","[327, 1, 'Feb', 0, None, None]","[656, 1, 'Jan', 0, None, None]","[292, 1, 'Feb', 0, None, None]","[512, 1, 'Feb', 0, None, None]","[513, 1, 'Feb', 0, None, None]","[906, 1, 'Feb', 0, None, None]","[1631, 1, 'Feb', 0, None, None]","[1346, 1, 'Jan', 0, None, None]","[1115, 1, 'Dec', 0, None, None]","[2326, 1, 'Jan', 0, None, None]","[1662, 1, 'Dec', 0, None, None]","[1154, 1, 'Feb', 0, None, None]","[2121, 1, 'Jan', 0, None, None]","[1658, 1, 'Feb', 0, None, None]","[3645, 1, 'Jan', 0, None, None]","[1768, 1, 'Dec', 0, None, None]","[1621, 1, 'Feb', 0, None, None]","[2415, 1, 'Dec', 0, None, None]","[3067, 1, 'Feb', 0, None, None]","[2265, 1, 'Jan', 0, None, None]","[1780, 1, 'Feb', 0, None, None]","[2115, 2, 'Feb', 0, None, None]","[2673, 2, 'Jan', 0, None, None]","[3804, 1, 'Jan', 0, None, None]","[3233, 1, 'Jan', 0, None, None]","[2791, 1, 'Jan', 0, None, None]","[2830, 1, 'Feb', 0, None, None]","[3924, 1, 'Jan', 0, None, None]","[3351, 1, 'Jan', 0, None, None]","[3859, 1, 'Feb', 0, None, None]","[3194, 1, 'Feb', 0, None, None]","[2688, 1, 'Feb', 0, None, None]","[2663, 1, 'Feb', 0, None, None]","[2354, 1, 'Jan', 0, None, None]","[1837, 1, 'Jan', 0, None, None]","[1956, 1, 'Feb', 0, None, None]","[1812, 1, 'Feb', 0, None, None]","[1549, 1, 'Dec', 0, None, None]","[2416, 1, 'Jan', 0, None, None]","[1815, 1, 'Feb', 0, None, None]","[2066, 1, 'Feb', 0, None, None]","[2523, 1, 'Jan', 0, None, None]","[2871, 1, 'Jan', 0, None, None]","[2550, 1, 'Jan', 0, None, None]","[2185, 1, 'Feb', 0, None, None]","[2604, 1, 'Mar', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Loch Watten,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2700, 1, 'Jan', 0, None, None]","[1000, 1, 'Jan', 0, None, None]","[400, 1, 'Jan', 0, None, None]","[845, 1, 'Jan', 0, None, None]",nan,"[770, 1, 'Nov', 0, None, None]","[1400, 1, 'Jan', 0, None, None]","[1260, 1, 'Jan', 0, None, None]","[1300, 1, 'Jan', 0, None, None]","[500, 1, 'Mar', 0, None, None]","[670, 1, 'Mar', 0, None, None]","[357, 1, 'Mar', 0, None, None]","[1160, 1, 'Jan', 0, None, None]","[940, 1, 'Feb', 0, None, None]","[800, 1, 'Dec', 0, None, None]","[1273, 1, 'Jan', 0, None, None]","[675, 1, 'Nov', 0, None, None]","[717, 1, 'Jan', 0, None, None]","[510, 1, 'Jan', 0, None, None]","[323, 1, 'Dec', 0, None, None]","[300, 1, 'Dec', 0, None, None]","[328, 1, 'Jan', 0, None, None]","[272, 1, 'Mar', 0, None, None]","[472, 1, 'Feb', 0, None, None]","[480, 1, 'Feb', 0, None, None]","[461, 1, 'Feb', 0, None, None]","[333, 1, 'Nov', 0, None, None]","[378, 1, 'Dec', 0, None, None]","[409, 1, 'Dec', 0, None, None]","[273, 1, 'Mar', 0, None, None]","[264, 1, 'Jan', 0, None, None]","[228, 1, 'Feb', 0, None, None]","[304, 1, 'Nov', 0, None, None]","[244, 1, 'Jan', 0, None, None]","[442, 1, 'Nov', 0, None, None]","[681, 1, 'Nov', 0, None, None]","[331, 1, 'Oct', 0, None, None]","[314, 1, 'Mar', 0, None, None]","[334, 1, 'Feb', 0, None, None]","[454, 1, 'Nov', 0, None, None]","[445, 1, 'Nov', 0, None, None]","[223, 1, 'Dec', 0, None, None]","[227, 1, 'Nov', 0, None, None]","[314, 1, 'Nov', 0, None, None]","[289, 1, 'Oct', 0, None, None]","[206, 1, 'Feb', 0, None, None]","[1300, 1, 'Nov', 0, None, None]","[1739, 1, 'Jan', 0, None, None]","[8470, 1, 'Nov', 0, None, None]","[976, 1, 'Oct', 0, None, None]","[912, 1, 'Nov', 0, None, None]","[425, 1, 'Dec', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Dee Estuary (Welsh counties),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[20, 1, 'Oct', 0, None, None]","[55, 1, 'Oct', 0, None, None]","[19, 1, 'Nov', 0, None, None]","[15, 1, 'Oct', 0, None, None]","[29, 1, 'Dec', 0, None, None]","[56, 1, 'Jan', 0, None, None]","[105, 1, 'Sep', 0, None, None]","[42, 1, 'Mar', 0, None, None]","[471, 1, 'Dec', 0, None, None]","[462, 1, 'Feb', 0, None, None]","[243, 2, 'Dec', 0, None, None]","[958, 1, 'Dec', 0, None, None]","[1059, 1, 'Dec', 0, None, None]","[2668, 1, 'Nov', 0, None, None]","[784, 1, 'Mar', 0, None, None]","[1482, 1, 'Mar', 0, None, None]","[2045, 1, 'Nov', 0, None, None]","[1118, 1, 'Jan', 0, None, None]","[755, 1, 'Jan', 0, None, None]","[780, 1, 'Dec', 0, None, None]","[826, 1, 'Jan', 0, None, None]","[588, 1, 'Feb', 0, None, None]","[1755, 1, 'Dec', 0, None, None]","[1028, 1, 'Jan', 0, None, None]","[1074, 1, 'Feb', 0, None, None]","[1098, 1, 'Mar', 0, None, None]","[5061, 1, 'Dec', 0, None, None]","[4168, 1, 'Nov', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Colne Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[50, 1, 'Jan', 0, None, None]","[210, 1, 'Oct', 0, None, None]","[370, 1, 'Jan', 0, None, None]","[832, 1, 'Mar', 0, None, None]","[155, 1, 'Nov', 0, None, None]","[500, 1, 'Jan', 0, None, None]","[49, 1, 'Dec', 0, None, None]","[213, 1, 'Dec', 0, None, None]","[68, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[40, 1, 'Nov', 0, None, None]","[46, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[79, 1, 'Oct', 0, None, None]","[250, 1, 'Dec', 0, None, None]","[95, 1, 'Nov', 0, None, None]","[30, 1, 'Jan', 0, None, None]","[139, 1, 'Jan', 0, None, None]","[39, 1, 'Jan', 0, None, None]","[174, 1, 'Oct', 0, None, None]","[240, 1, 'Dec', 0, None, None]","[439, 1, 'Dec', 0, None, None]","[500, 1, 'Nov', 0, None, None]","[282, 1, 'Feb', 0, None, None]","[766, 1, 'Nov', 0, None, None]","[899, 1, 'Mar', 0, None, None]","[472, 1, 'Oct', 0, None, None]","[662, 1, 'Jan', 0, None, None]","[1250, 1, 'Feb', 0, None, None]","[500, 2, 'Jan', 0, None, None]","[675, 1, 'Jan', 0, None, None]","[444, 2, 'Jan', 0, None, None]","[678, 2, 'Jan', 0, None, None]","[1131, 1, 'Jan', 0, None, None]","[1488, 1, 'Jan', 0, None, None]","[317, 1, 'Feb', 0, None, None]","[1801, 1, 'Jan', 0, None, None]","[1207, 1, 'Dec', 0, None, None]","[697, 1, 'Nov', 0, None, None]","[1233, 1, 'Jan', 0, None, None]","[1353, 2, 'Jan', 0, None, None]","[1264, 1, 'Dec', 0, None, None]","[2341, 1, 'Jan', 0, None, None]","[506, 1, 'Jan', 0, None, None]","[1684, 1, 'Feb', 0, None, None]","[2901, 2, 'Jan', 0, None, None]","[2172, 2, 'Nov', 0, None, None]","[2464, 2, 'Jan', 0, None, None]","[1864, 2, 'Nov', 0, None, None]","[1237, 2, 'Mar', 0, None, None]","[1182, 2, 'Dec', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
