Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Scrabster Loch,nan,nan,nan,nan,nan,nan,nan,nan,0,15,0,0,(3),0,40Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,0,131Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,5Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,8,Jan,29,29,4,2019-11-22 02:12:34
Slains Lochs (Meikle and Sand and Cotehill),nan,(0),0,1,0,(0),7,(5),4,1,nan,11,0,22,0,1,22,52Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,5,67,Nov,29,29,4,2019-11-22 02:12:34
East Chevington Pools,nan,nan,11,1,7,2,14,4,1,1,127,6,32,9Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,10,2,106,0,8Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,26,Dec,28,28,4,2019-11-22 02:12:34
Loch of Skaill,33,(11),36,10,15,21,9,(7),34,12,30,19,53,31,56,39,31,22,16,(25),Feb,27,27,4,2019-11-22 02:12:34
Broadford Bay,nan,nan,nan,(59),0,(0),(0),(0),0,(1),3,0,0,0,(0),(0),(0),1,50Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,26,26,4,2019-11-22 02:12:34
Loch A Mhachair (Loch Grogarry) (South Uist),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,23,26,nan,nan,17,29,32,Feb,26,26,4,2019-11-22 02:12:34
Loch Winless,nan,7Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,26,26,4,2019-11-22 02:12:34
Birns Farm Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,27unspecified sea-watchnull,nan,10Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,22Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,43Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Oct,25,25,4,2019-11-22 02:12:34
Hule Moss,0,10,4Supplementary visit under the WeBS Core Count SurveyWeBS,61Supplementary visit under the WeBS Core Count SurveyWeBS,1,26Supplementary visit under the WeBS Core Count SurveyWeBS,32,6,4,14,11,20Supplementary visit under the WeBS Core Count SurveyWeBS,24Supplementary visit under the WeBS Core Count SurveyWeBS,53Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,15,78Supplementary visit under the WeBS Core Count SurveyWeBS,20Supplementary visit under the WeBS Core Count SurveyWeBS,5Supplementary visit under the WeBS Core Count SurveyWeBS,10Supplementary visit under the WeBS Core Count SurveyWeBS,10,Nov,25,25,4,2019-11-22 02:12:34
Bardney Pit,0,5,0,0,0,nan,nan,0,0,0,0,0,0,18,18,9,0,7,57,46,Dec,24,24,4,2019-11-22 02:12:34
Black Cart Water (Gryfe-White Cart),237,187Supplementary visit under the WeBS Core Count SurveyWeBS,299,238Supplementary visit under the WeBS Core Count SurveyWeBS,176Supplementary visit under the WeBS Core Count SurveyWeBS,"151Whooper Swans wintering in the Black Cart Floodplain: winter 1999 - 2000Rees, E.C., White, G.T. and Bruce, J.H. 2000. WWT Wetland Advisory Service report to Scottish Enterprise",158Supplementary visit under the WeBS Core Count SurveyWeBS,112,106Supplementary visit under the WeBS Core Count SurveyWeBS,115Supplementary visit under the WeBS Core Count SurveyWeBS,207Supplementary visit under the WeBS Core Count SurveyWeBS,221Supplementary visit under the WeBS Core Count SurveyWeBS,212Supplementary visit under the WeBS Core Count SurveyWeBS,109Supplementary visit under the WeBS Core Count SurveyWeBS,176Supplementary visit under the WeBS Core Count SurveyWeBS,5,17,39,10,50,Jan,24,24,4,2019-11-22 02:12:34
Drem Pools,0,0,nan,nan,nan,nan,8,115,0,0,0,0,0,0,175,95,0,0,0,nan,nan,24,24,4,2019-11-22 02:12:34
River Lune - Hornby and Wenning Foot to Arkholme,0,0,0,nan,nan,nan,0,0,8,18,10,19,24,24,18,7,20,18,22,52,Mar,24,24,4,2019-11-22 02:12:34
Forth Estuary,79,20,95,25Supplementary roost count under the WeBS Core Count SurveyWeBS,24,57Standard visit under the WeBS Low Tide Count SurveyWeBS,19,7Supplementary visit under the WeBS Core Count SurveyWeBS,5,8,65,22,11,50,57,11,14Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,39Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,36,14,Nov,23,23,4,2019-11-22 02:12:34
Island of Westray,19,12,30,17,14,10,4,7,4,0,4,2,0,0,49,23,nan,nan,nan,nan,nan,23,23,4,2019-11-22 02:12:34
Lough McNean Lower,0,6,39,76Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,124,103,108,nan,85,51,44,53,45,nan,46,0,nan,nan,nan,23,23,4,2019-11-22 02:12:34
Lunt Meadows,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,111,0,0,2,0,nan,23,23,5,2019-11-22 02:12:41
Mersey Estuary,4.0,6.0,3.0,0,33.0,38.0,54,21.0,78.0,75,52.0,54,118,41,27,19,25,22,25,(25),Jan,23,23,5,2019-11-22 02:12:41
Middlemuir (New Pitsligo Moss),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,68Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,5unspecified sea-watchnull,11Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,9Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,60Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,12Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Oct,23,23,5,2019-11-22 02:12:41
River Annan - Hightae to Daltonhook,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,39,1,0,0,75,Nov,23,23,5,2019-11-22 02:12:41
River Tweed - A1 Bypass to Horncliffe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,28,33,88,12,6,10Supplementary visit under the WeBS Core Count SurveyWeBS,1,Jul,23,23,5,2019-11-22 02:12:41
Tyninghame Estuary,113.0,76.0,15.0,49,3.0,135.0,31,53.0,128.0,51,83.0,0,18,85,0,0,94,19,1,0,nan,23,23,5,2019-11-22 02:12:41
Loch Calder South,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,91Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,73Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,22Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,22,22,5,2019-11-22 02:12:41
Loch Dochart,22.0,12.0,26.0,15,15.0,7.0,14,12.0,21.0,18,19.0,17,12,16,21,9,24,38,28,12,Nov,22,22,5,2019-11-22 02:12:41
The Wilderness,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,54unspecified sea-watchnull,nan,nan,5Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,25Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,35Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Oct,22,22,5,2019-11-22 02:12:41
Gadloch,10.0,6.0,1.0,1,1.0,3.0,0,0.0,0.0,0,1.0,0,20,0,nan,nan,nan,12,0,51Supplementary roost count under the WeBS Core Count SurveyWeBS,Jan,21,21,5,2019-11-22 02:12:41
Hurkedale Cummertrees,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,175,0,28,12,24,nan,nan,nan,21,21,5,2019-11-22 02:12:41
Lindores Loch,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,20Supplementary visit under the WeBS Core Count SurveyWeBS,79Supplementary visit under the WeBS Core Count SurveyWeBS,84,1,0,0,18,Nov,21,21,5,2019-11-22 02:12:41
Loch Ardnave,4.0,9.0,15.0,nan,25.0,21.0,11,16.0,2.0,5,27.0,12,15,18,14,39,12,28,23,4,Dec,21,21,5,2019-11-22 02:12:41
Loch Bee (South Uist),nan,49.0,28.0,0,14.0,24.0,14,4.0,23.0,128,12.0,nan,14,3,43,8,45,16,25,11,Dec,21,21,5,2019-11-22 02:12:41
Loch Laggan (Glen Spean),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(21),nan,nan,21,21,5,2019-11-22 02:12:41
Loch of Hillwell,nan,20.0,16.0,28,20.0,15.0,14,41.0,9.0,21,11.0,21,12,25,28,16,18,30,15,26,Jan,21,21,5,2019-11-22 02:12:41
Stormont Loch and Haremyre,0.0,0.0,0.0,8,0.0,0.0,5,0.0,0.0,0,4.0,9Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,40,24unspecified sea-watchnull,12,0,0,11Supplementary visit under the WeBS Core Count SurveyWeBS,81Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Oct,21,21,5,2019-11-22 02:12:41
Carsebreck and Rhynd Lochs,28.0,6.0,90.0,46,28.0,21.0,37,27.0,33.0,56WWT/JNCC National Grey Goose Censusnull,38.0,31Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,31,56Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,14Supplementary roost count under the WeBS Core Count SurveyWeBS,22,3,8Supplementary roost count under the WeBS Core Count SurveyWeBS,42,23Supplementary roost count under the WeBS Core Count SurveyWeBS,Oct,20,20,5,2019-11-22 02:12:41
Chapel Farm Reservoir (North Berwick),nan,nan,nan,nan,nan,nan,nan,nan,25.0,0,7.0,0,7,39,1,27,13,8,42,11,Nov,20,20,5,2019-11-22 02:12:41
Loch Ore,10.0,10.0,0.0,0,0.0,0.0,(0),19.0,0.0,0,34.0,24Supplementary visit under the WeBS Core Count SurveyWeBS,41,18Supplementary visit under the WeBS Core Count SurveyWeBS,11Supplementary visit under the WeBS Core Count SurveyWeBS,26Supplementary visit under the WeBS Core Count SurveyWeBS,22Supplementary visit under the WeBS Core Count SurveyWeBS,22Supplementary visit under the WeBS Core Count SurveyWeBS,20Supplementary visit under the WeBS Core Count SurveyWeBS,9Supplementary visit under the WeBS Core Count SurveyWeBS,Mar,20,20,5,2019-11-22 02:12:41
Whiteadder Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,76,0,2,0,nan,20,20,5,2019-11-22 02:12:41
Whitmuir Hall Loch,1.0,1.0,0.0,0,2.0,1.0,0,0.0,0.0,0,0.0,0,0,0,36,27,16,21,10,27,Feb,20,20,5,2019-11-22 02:12:41
Duddon Estuary,0.0,78.0,1.0,5,6.0,0.0,0,5.0,0.0,9,0.0,4,10,0,1,80,4,11,0,0,nan,19,19,5,2019-11-22 02:12:41
Hogganfield Loch,6.0,5.0,6.0,6,3.0,9.0,10,10.0,15.0,17,15.0,16,21,18,31,29,26,16,19,6,Oct,19,19,5,2019-11-22 02:12:41
Loch Eaval and Loch Hosta (North Uist),nan,0.0,13.0,0,29.0,14.0,23,34.0,27.0,16,79.0,47,117,49,25,19,11,38,9,20,Jan,19,19,5,2019-11-22 02:12:41
Loch Hempriggs,15.0,8.0,2.0,1,nan,nan,5,0.0,0.0,0,8.0,6,3,0,6,51Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,21,24,0,0,nan,19,19,5,2019-11-22 02:12:41
Cumrue Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,25,47,0,0,nan,nan,18,18,5,2019-11-22 02:12:41
Dee Estuary (English counties),0.0,8.0,9.0,9,5.0,8.0,3,0.0,12.0,20,2.0,17,0,4,0,6,8,27,18,29,Dec,18,18,5,2019-11-22 02:12:41
Eden Estuary,5.0,6.0,0.0,(10),1.0,0.0,0,27.0,45.0,0,5.0,37,(0),22,13,24,6,14Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,22,24Standard visit under the WeBS Low Tide Count SurveyWeBS,Nov,18,18,5,2019-11-22 02:12:41
Loch Bhasapoll (Tiree),63.0,21.0,22.0,19,57.0,56.0,25,38.0,12.0,41,18.0,27,37,15,14,17,11,32,4,28,Feb,18,18,5,2019-11-22 02:12:41
Loch Ken,(1),(6),(8),(24),(11),(2),11,nan,0.0,nan,nan,16,33,30,12.0,0,30,25,15,nan,nan,18,18,6,2019-11-22 02:12:49
Lomond Reservoirs Ballo Harperlees Holl,3,0,0,0,42,0,3,(27),8.0,50.0,4,(75),40,50,8.0,0,4,0,86,0,nan,18,18,6,2019-11-22 02:12:49
Martnaham Loch,15,1,34,37,32,67,3,(51),41.0,10.0,11,0,7,8,0.0,52,0,3,33,0,nan,18,18,6,2019-11-22 02:12:49
Bogton Loch,20,35,11,nan,34,4,19,7,13.0,2.0,26,(12),2,0,10.0,11,16,24,9,23,Jan,17,17,6,2019-11-22 02:12:49
Loch Libo,0,0,0,0,0,0,0,5,8.0,7.0,7,nan,nan,nan,nan,1,nan,nan,nan,(32),Dec,17,17,6,2019-11-22 02:12:49
Ravenstruther,nan,nan,347,nan,0,48,56,56,42.0,9.0,34,0,85,(25),16.0,53,14,7,4,5,Nov,17,17,6,2019-11-22 02:12:49
Angle Park Loch (Birns Farm Gravel Pit),nan,nan,nan,0,0,0,0,0,0.0,0.0,0,0,0,7Supplementary visit under the WeBS Core Count SurveyWeBS,27.0,1,10Supplementary visit under the WeBS Core Count SurveyWeBS,22,6Supplementary visit under the WeBS Core Count SurveyWeBS,43Supplementary visit under the WeBS Core Count SurveyWeBS,Oct,16,16,6,2019-11-22 02:12:49
Couston Lakes (Couston Water - North Couston),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16,nan,nan,nan,16,16,6,2019-11-22 02:12:49
Island of Papa Westray,nan,nan,nan,0,(10),(11),(4),2,11.0,0.0,10,(9),15,22,13.0,12,29,20,6,12,Oct,16,16,6,2019-11-22 02:12:49
Loch Oire,0,0,0,0,0,0,0,0,nan,nan,0,0,0,0,0.0,0,1,0,7,74,Dec,16,16,6,2019-11-22 02:12:49
Mill Dam and Balfour Mains Pools,42,53Supplementary visit under the WeBS Core Count SurveyWeBS,112,98,41,86,0,84,45.0,27.0,6,9,21,2,95.0,26,3,4,1,46,Nov,16,16,6,2019-11-22 02:12:49
Ribble Valley at Long Preston,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,11,3,6,4,0.0,5,4,17,56,0,nan,16,16,6,2019-11-22 02:12:49
West Freugh,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44Supplementary visit under the WeBS Core Count SurveyWeBS,(2),29Supplementary visit under the WeBS Core Count SurveyWeBS,nan,16Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,nan,16,16,6,2019-11-22 02:12:49
Backwater Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,0.0,0,(0),nan,23Supplementary visit under the WeBS Core Count SurveyWeBS,22,Apr,15,15,6,2019-11-22 02:12:49
Gladhouse Reservoir,0,0,nan,3,11,2,12,0,0.0,0.0,9,9Supplementary visit under the WeBS Core Count SurveyWeBS,12Supplementary visit under the WeBS Core Count SurveyWeBS,0,0.0,0,14,59,0,0,nan,15,15,6,2019-11-22 02:12:49
Loch Mor (Benbecula),nan,nan,nan,nan,nan,nan,nan,12,4.0,5.0,30,6,16,8,0.0,19,9,33,10,6,Oct,15,15,6,2019-11-22 02:12:49
Loch Sandary (North Uist),nan,10,11,21,8,23,24,23,20.0,7.0,18,18,7,12,nan,36,5,3,nan,nan,nan,15,15,6,2019-11-22 02:12:49
Shillahill Oxbow Lochmaben,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,12,0.0,0,58,0,0,nan,nan,15,15,6,2019-11-22 02:12:49
WWT Washington,0,0,0,0,0,0,0,0,0.0,0.0,(0),0,0,0,0.0,9Supplementary roost count under the WeBS Core Count SurveyWeBS,0,2,30,35Supplementary visit under the WeBS Core Count SurveyWeBS,Oct,15,15,6,2019-11-22 02:12:49
Burwell Fen,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,9,0,1,58,Feb,14,14,6,2019-11-22 02:12:49
Kentra Bay,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0,0,0,0,17.0,3,0,53,0,(0),nan,14,14,6,2019-11-22 02:12:49
Loch Druidibeg (South Uist),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,0,0.0,nan,nan,8,18,17,Feb,14,14,6,2019-11-22 02:12:49
Malltraeth RSPB,0,0,0,0,0,0,0,0,0.0,3.0,6,13,12,12,7.0,11,10,30,13,7,Mar,14,14,6,2019-11-22 02:12:49
Millom to Eskmeals Point,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,41,0,0,nan,nan,nan,14,14,6,2019-11-22 02:12:49
Piltanton and Luce Estuaries,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,0,1,1.0,0,8,0,43Supplementary visit under the WeBS Core Count SurveyWeBS,18,Nov,14,14,6,2019-11-22 02:12:49
RSPB Langford Lowfields,0,0,0,0,0,0,2,0,0.0,0.0,0,0,9,0,0.0,22,0,0,0,46,Mar,14,14,6,2019-11-22 02:12:49
Rayburn Lake,nan,nan,nan,6,23,0,8,6,14.0,16.0,52,1,11,50,23.0,14,(39),0,9,8,Nov,14,14,6,2019-11-22 02:12:49
Carron Valley Reservoir Fintry,nan,9,0,4,0,4,9,10,12.0,18.0,5,(0),22,3,0.0,3,(34),0,(4),15,Dec,13,13,6,2019-11-22 02:12:49
Greenlaw Farm Pool,nan,nan,nan,nan,nan,nan,nan,0,nan,0.0,nan,nan,nan,nan,nan,22Supplementary visit under the WeBS Core Count SurveyWeBS,19Supplementary visit under the WeBS Core Count SurveyWeBS,4Supplementary visit under the WeBS Core Count SurveyWeBS,1Supplementary visit under the WeBS Core Count SurveyWeBS,18Supplementary visit under the WeBS Core Count SurveyWeBS,Oct,13,13,6,2019-11-22 02:12:49
Lady Moss,nan,0,0,nan,nan,nan,27,9,4.0,13.0,15,0,9,14,3.0,19,11,7,2,28,Dec,13,13,6,2019-11-22 02:12:49
Letham Flood,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,69Supplementary visit under the WeBS Core Count SurveyWeBS,32Supplementary visit under the WeBS Core Count SurveyWeBS,10Supplementary visit under the WeBS Core Count SurveyWeBS,3Supplementary visit under the WeBS Core Count SurveyWeBS,9Supplementary visit under the WeBS Core Count SurveyWeBS,9Supplementary visit under the WeBS Core Count SurveyWeBS,Nov,13,13,7,2019-11-22 02:12:56
Loch Bornish (South Uist),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,44,29,14,13,23,0,nan,nan,13,13,7,2019-11-22 02:12:56
Longbridgemuir - Clarencefield,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42,24,16,0,nan,nan,nan,13,13,7,2019-11-22 02:12:56
Ream Hills Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,65,nan,nan,(40),(0),nan,0,nan,20,20,7,2019-11-22 02:12:56
Tay Estuary,5,20,5,0,0,0,1,14,10,36,20,(9),0,10Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,8,7,5,31Supplementary visit under the WeBS Core Count SurveyWeBS,11,13,Apr,13,13,7,2019-11-22 02:12:56
Widdrington Moor Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,65,0,0,0,nan,13,13,7,2019-11-22 02:12:56
Branston Fen,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20,0,16,nan,nan,nan,12,12,7,2019-11-22 02:12:56
Caistron Quarry,nan,nan,71,71,67,164,96,66,65,59,20,8,13,10,0,3,12,3,24,16,Jan,12,12,7,2019-11-22 02:12:56
Cloddach Gravel Pit,0,0,0,2,0,1,0,19,nan,nan,1,8,4,0,13,1,6,12,8,31,Oct,12,12,7,2019-11-22 02:12:56
Gartmorn Dam,40,0,0,0,0,0,5,0,1,0,0,4Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,10,0,0,52Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,0,6,Nov,12,12,7,2019-11-22 02:12:56
Greenan Loch (Bute),0,(0),0,4,0,0,0,4,8,4,4,4,0,4,3,8,(20),12,2,16,Oct,12,12,7,2019-11-22 02:12:56
Kirk Loch (Yell),nan,6,14,14,(20),21,25,25,26Supplementary visit under the WeBS Core Count SurveyWeBS,16,28,20,26,16,7,7,14,8,13,18,Dec,12,12,7,2019-11-22 02:12:56
Lindskeldfield Pond,nan,nan,nan,nan,nan,0,(19),(4),2,(4),6,(0),(0),(5),0,(12),(0),(0),(0),(0),nan,12,12,7,2019-11-22 02:12:56
Loch Fitty,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,9,(0),51,0,0,5,3,Jan,12,12,7,2019-11-22 02:12:56
Loch Olginey,nan,0,2,nan,nan,nan,nan,0,0,nan,0,nan,nan,0,2,15Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,6,18Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,16Supplementary visit under the WeBS Core Count SurveyWeBS,5,Oct,12,12,7,2019-11-22 02:12:56
Loch of Harray,(35),(17),32,22,4,11,0,6,1,1,(25),9,6,17,(2),6,31,14,5,5,Dec,12,12,7,2019-11-22 02:12:56
Sea Bank (Huttoft) Clay Pits,12,24,0,nan,nan,24,22,21,nan,nan,nan,nan,16Supplementary visit under the WeBS Core Count SurveyWeBS,56,25,59,1,0,1,1,Jan,12,12,7,2019-11-22 02:12:56
Sound of Gigha,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(5),(18),(6),0,7,(13),(15),nan,8Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,12,12,7,2019-11-22 02:12:56
Warkworth Lane Ponds,nan,113Supplementary visit under the WeBS Core Count SurveyWeBS,62,25,128,47,0,0,125,90,6,5,0,(7),0,32,15,4,10,0,nan,12,12,7,2019-11-22 02:12:56
Westfield Marshes,nan,17Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,38,14,12,19,7,8,Feb,12,12,7,2019-11-22 02:12:56
Cors Caron (Cors Tregaron),3,(11),(11),10,12,6,14,17,10,16,13,(11),6,17,13,9,13,9,9,14,Dec,11,11,7,2019-11-22 02:12:56
Inner Firth of Clyde,0,59,1,1,40,(31),2,7,15,20Standard visit under the WeBS Low Tide Count SurveyWeBS,(9),6,1,4,5,26,17,1,10Standard visit under the WeBS Low Tide Count SurveyWeBS,1,Nov,11,11,7,2019-11-22 02:12:56
Inner Loch Indaal,11,0,0,0,0,0,nan,nan,nan,nan,nan,0,13Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,2,38,2,0,12,Sep,11,11,7,2019-11-22 02:12:56
Llyn Hafodol,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,23,0,0,10,23,Feb,11,11,7,2019-11-22 02:12:56
Loch Gruinart Floods,9,1,0,nan,0,2,4,6,9,12,3,7,11,13,13,9,7,10,15,15,Feb,11,11,7,2019-11-22 02:12:56
Loch Ryan,0,0,9,(0),14Supplementary visit under the WeBS Core Count SurveyWeBS,0,8,8,12,2,0,0,0,19Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,8,36,(0),nan,11,11,7,2019-11-22 02:12:56
Loch of Ayre,0,(0),28,(34),20,12,14,7,0,0,14,7,6,5,15,11,11,12,8,nan,nan,11,11,7,2019-11-22 02:12:56
Loch of North Haa and Loch of Beith,nan,11,9,22,nan,nan,nan,nan,nan,nan,6,5,12,13,16,11,16,7,10,12,Oct,11,11,7,2019-11-22 02:12:56
River Tay - Haughs of Kercock,0,0,nan,3,0,0,0,49,0,0,0,6,5,23,7,6,1,40,6,0,nan,11,11,7,2019-11-22 02:12:56
River Welland - Spalding to Borough Fen,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,23,22,8,Jan,11,11,7,2019-11-22 02:12:56
Turton Entwhistle and Wayoh Reservoirs Combined,0,0.0,0,0.0,0,0.0,0,nan,nan,nan,nan,nan,nan,0,nan,34Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,nan,nan,nan,11,11,8,2019-11-22 02:13:03
Balranald Nature Reserve,nan,2.0,18,44.0,23,31.0,(2),14.0,11,14,23,43,24,14,12,16,11,7,7,8,Jan,10,10,8,2019-11-22 02:13:03
Brasside Ponds,nan,nan,nan,nan,nan,nan,0,0.0,0,0,12,0,1,2,1,3,26,2,5,14,Mar,10,10,8,2019-11-22 02:13:03
River Lune - Arkholme to Whittington,0,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,19,24,10,13,0,1,Apr,10,10,8,2019-11-22 02:13:03
Siddick Pond,nan,nan,nan,nan,nan,nan,(3),4.0,(3),(4),0,(9),(9),(6),(8),(5),(6),(7),16,4,Jan,10,10,8,2019-11-22 02:13:03
