Site▲▼,78/79▲▼,79/80▲▼,80/81▲▼,81/82▲▼,82/83▲▼,83/84▲▼,84/85▲▼,85/86▲▼,86/87▲▼,87/88▲▼,88/89▲▼,89/90▲▼,90/91▲▼,91/92▲▼,92/93▲▼,93/94▲▼,94/95▲▼,95/96▲▼,96/97▲▼,97/98▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Breydon Water and Berney Marshes,86.0,12,0.0,0.0,130,28.0,0,0,37.0,47.0,231.0,35.0,75.0,50.0,539.0,80,88,64,69,90,91,51,112,110,181,455,267,290,0,61Supplementary visit under the WeBS Core Count SurveyWeBS,0,28Supplementary roost count under the WeBS Core Count SurveyWeBS,155Supplementary visit under the WeBS Core Count SurveyWeBS,49Supplementary visit under the WeBS Core Count SurveyWeBS,167Supplementary roost count under the WeBS Core Count SurveyWeBS,120Supplementary visit under the WeBS Core Count SurveyWeBS,78Supplementary visit under the WeBS Core Count SurveyWeBS,110Supplementary roost count under the WeBS Core Count SurveyWeBS,415Supplementary roost count under the WeBS Core Count SurveyWeBS,48Supplementary roost count under the WeBS Core Count SurveyWeBS,Jan,154,154,1,2019-11-28 10:57:45
Loch Finlaggan,nan,nan,nan,nan,nan,nan,46,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,153,nan,nan,153,153,1,2019-11-28 10:57:45
Loch Ken,150.0,260,260.0,300.0,316,265.0,285,275,300.0,330.0,342.0,550.0,300.0,290.0,nan,245,236,(238),(234),(237),(250),330Supplementary visit under the WeBS Core Count SurveyWeBS,325Supplementary visit under the WeBS Core Count SurveyWeBS,326Supplementary visit under the WeBS Core Count SurveyWeBS,275Supplementary visit under the WeBS Core Count SurveyWeBS,"300Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","215Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","220Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","206Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","177Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","194Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","186Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",203Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,190Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,152,180,163Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,170,80,nan,nan,148,148,1,2019-11-28 10:57:45
Loch Calder South,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,140Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,140,140,1,2019-11-28 10:57:45
Swale Estuary,2008.0,1260,1700.0,1212.0,1493,876.0,1300,1550,2550.0,1400.0,1650.0,1660.0,1750.0,717.0,900.0,1703,1681,2088,1604,1402,(973),455,432,360,655,327,(398),430,355,315,160,523,758,230,210,35Supplementary visit under the WeBS Core Count SurveyWeBS,50,(280),180,144,Jan,138,138,1,2019-11-28 10:57:45
South Uist,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,94Supplementary visit under the WeBS Core Count SurveyWeBS,211Supplementary visit under the WeBS Core Count SurveyWeBS,233Supplementary visit under the WeBS Core Count SurveyWeBS,179Supplementary visit under the WeBS Core Count SurveyWeBS,172Supplementary visit under the WeBS Core Count SurveyWeBS,133Supplementary visit under the WeBS Core Count SurveyWeBS,"166Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","208Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","184Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","243Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","150Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","123Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",133Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,108Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,113Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,151Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,121Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,nan,nan,nan,nan,136,136,1,2019-11-28 10:57:45
Loch Sween,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,134.0,nan,364.0,308,9,nan,0,104,328,95,249,nan,277,70,119,12,350,189,116,85,(150),142,75,86,152,194,89Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,130,130,1,2019-11-28 10:57:45
Clachan and Whitehouse,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,184Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,203Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,196Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,232Supplementary visit under the WeBS Core Count SurveyWeBS,366Supplementary visit under the WeBS Core Count SurveyWeBS,100Supplementary visit under the WeBS Core Count SurveyWeBS,250Supplementary visit under the WeBS Core Count SurveyWeBS,215Supplementary visit under the WeBS Core Count SurveyWeBS,209Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,"193Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","186Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","120Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","170Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","182Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",359Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,198Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,176Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,163Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,66Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,143SNH countsSNH Kirkwall office,155SNH countsSNH Kirkwall office,69SNH countsSNH Kirkwall office,Dec,119,119,1,2019-11-28 10:57:45
Inner Loch Indaal,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,(0),0,0,0,0,0,0,0,nan,nan,nan,nan,nan,0,44,23,23,56,80,(96),(82),203,Dec,113,113,1,2019-11-28 10:57:45
Loch Gruinart Floods,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,242,32,0,nan,0,0,0,0,0,1,1,(0),3,0,0,0,0,125,305,100,Nov,106,106,2,2019-11-28 10:58:22
Loch Bee (South Uist),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,54.0,nan,nan,nan,nan,nan,nan,nan,nan,102,111,0,140,"107Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",99,144,141,184,135,nan,72,107,2,101,99,22,135,117,Jan,95,95,2,2019-11-28 10:58:22
Loch Lomond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,137,229.0,220.0,200,160,306,(200),200,294Supplementary visit under the WeBS Core Count SurveyWeBS,450Supplementary visit under the WeBS Core Count SurveyWeBS,260Supplementary visit under the WeBS Core Count SurveyWeBS,"240Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","210Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","210Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",223WWT/JNCC National Grey Goose Censusnull,"220Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","200Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",210Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,16Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,14,212Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,(0),49,(0),nan,92,92,2,2019-11-28 10:58:22
Hickling Broad,0.0,0.0,2.0,4.0,17.0,17.0,0.0,8.0,0,8.0,3.0,19.0,0.0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,(0),0,0,0,nan,0,0,nan,0,0,0,0,0,426Norfolk Bird ReportNorfolk and Norwich Naturalists' Society,0,nan,85,85,2,2019-11-28 10:58:22
Loch a' Phuill (Tiree),nan,nan,nan,nan,47.0,37.0,nan,0.0,17,183.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,20,140,82,62,35,94,35,95,49,59,82,76,0,99Supplementary visit under the WeBS Core Count SurveyWeBS,46,57,53,18,219,39,95,Nov,85,85,2,2019-11-28 10:58:22
Benbecula,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43Supplementary visit under the WeBS Core Count SurveyWeBS,20Supplementary visit under the WeBS Core Count SurveyWeBS,29Supplementary visit under the WeBS Core Count SurveyWeBS,34Supplementary visit under the WeBS Core Count SurveyWeBS,38Supplementary visit under the WeBS Core Count SurveyWeBS,"35Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","18Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","38Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",33Uist Greylag Goose countsUist Greylag Goose Management Committee,41Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,"20Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",20Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,102Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,113Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,151Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,7Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,nan,nan,nan,nan,79,79,2,2019-11-28 10:58:22
Ulva,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,191Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,103Supplementary visit under the WeBS Core Count SurveyWeBS,98Supplementary visit under the WeBS Core Count SurveyWeBS,333Supplementary visit under the WeBS Core Count SurveyWeBS,47Supplementary visit under the WeBS Core Count SurveyWeBS,nan,0Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,114Argyll goose countsSNH,35Greenland Goose counts e.g. Greenland Barnacle counts at South WallsSNH,nan,162SNH countsSNH Islay office,18SNH countsSNH Islay office,42SNH countsSNH Islay office,141Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,156SNH countsSNH Islay office,nan,15SNH countsSNH Kirkwall office,169SNH countsSNH Kirkwall office,46SNH countsSNH Kirkwall office,nan,nan,77,77,2,2019-11-28 10:58:22
Colonsay/Oronsay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,125Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,"131Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","84Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","120Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","102Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","115Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","87Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","122Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",98Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,76Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,88Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,99Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,74Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,nan,102SNH countsSNH Kirkwall office,23SNH countsSNH Kirkwall office,Dec,75,75,2,2019-11-28 10:58:22
Loch of Isbister and The Loons Marshland,nan,nan,0.0,0.0,46.0,nan,0.0,0.0,78,60.0,47.0,45.0,89.0,62.0,57.0,80,67.0,90.0,126,120,114,131Supplementary visit under the WeBS Core Count SurveyWeBS,112,108Supplementary visit under the WeBS Core Count SurveyWeBS,106Supplementary visit under the WeBS Core Count SurveyWeBS,107,106,80,90,80,75,56,42,55,(59),79,65,62,72,(72),Jan,70,70,2,2019-11-28 10:58:22
